É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/10/13 09:28:46

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
2019/6/27,82,8,1,1006.7,8,1,21.5,0,8,1,25.1,8,1,27.3,8,1,23.8,8,1
2019/6/28,76,8,1,1002.3,8,1,1.5,0,8,1,27.1,8,1,32.5,8,1,23.2,8,1
2019/6/29,79,8,1,1001.6,8,1,19.5,0,8,1,27.0,8,1,31.6,8,1,23.9,8,1
2019/6/30,90,8,1,1000.4,8,1,30.0,0,8,1,25.8,8,1,28.4,8,1,24.0,8,1
2019/7/1,84,8,1,1005.3,8,1,7.0,0,8,1,24.9,8,1,28.5,8,1,22.5,8,1
2019/7/2,82,8,1,1009.0,8,1,2.5,0,8,1,25.0,8,1,27.9,8,1,22.7,8,1
2019/7/3,83,8,1,1009.2,8,1,6.5,0,8,1,25.0,8,1,27.7,8,1,23.2,8,1
2019/7/4,75,8,1,1004.6,8,1,8.0,0,8,1,26.0,8,1,30.7,8,1,23.0,8,1
2019/7/5,73,8,1,1004.0,8,1,0.0,0,8,1,24.1,8,1,27.7,8,1,21.2,8,1
2019/7/6,74,8,1,1002.8,8,1,0.0,0,8,1,24.2,8,1,28.1,8,1,21.5,8,1
2019/7/7,65,8,1,1004.9,8,1,0,1,8,1,25.8,8,1,30.4,8,1,22.8,8,1
2019/7/8,67,8,1,1006.3,8,1,1.0,0,8,1,25.9,8,1,31.6,8,1,20.7,8,1
2019/7/9,73,8,1,1006.9,8,1,0.0,0,8,1,24.6,8,1,26.7,8,1,23.5,8,1
2019/7/10,65,8,1,1009.3,8,1,0.0,0,8,1,25.7,8,1,29.4,8,1,23.0,8,1
2019/7/11,87,8,1,1009.7,8,1,41.5,0,8,1,22.3,8,1,24.4,8,1,20.4,8,1
2019/7/12,78,8,1,1005.9,8,1,1.0,0,8,1,24.7,8,1,31.2,8,1,20.8,8,1
2019/7/13,84,8,1,1004.1,8,1,11.0,0,8,1,23.5,8,1,27.1,8,1,21.0,8,1
2019/7/14,92,8,1,1001.0,8,1,17.5,0,8,1,23.1,8,1,26.9,8,1,20.9,8,1
2019/7/15,78,8,1,1006.1,8,1,0.5,0,8,1,24.6,8,1,27.5,8,1,22.0,8,1
2019/7/16,75,8,1,1010.7,8,1,13.0,0,8,1,25.7,8,1,32.2,8,1,20.8,8,1
2019/7/17,68,8,1,1012.4,8,1,0.0,0,8,1,28.2,8,1,33.8,8,1,24.3,8,1
2019/7/18,84,8,1,1012.5,8,1,9.5,0,8,1,26.1,8,1,30.4,8,1,23.5,8,1
2019/7/19,91,8,1,1013.7,8,1,26.5,0,8,1,24.9,8,1,27.9,8,1,22.7,8,1
2019/7/20,83,8,1,1014.1,8,1,0.5,0,8,1,26.4,8,1,29.0,8,1,23.5,8,1
2019/7/21,74,8,1,1012.2,8,1,0.0,0,8,1,28.3,8,1,32.2,8,1,24.4,8,1
2019/7/22,91,8,1,1009.1,8,1,27.0,0,8,1,26.1,8,1,29.5,8,1,24.5,8,1
2019/7/23,84,8,1,1006.2,8,1,20.0,0,8,1,27.1,8,1,34.0,8,1,24.1,8,1
2019/7/24,75,8,1,1007.2,8,1,0.0,0,8,1,28.1,8,1,35.5,8,1,24.1,8,1
2019/7/25,74,8,1,1009.4,8,1,2.0,0,8,1,28.7,8,1,35.6,8,1,25.2,8,1
2019/7/26,68,8,1,1009.0,8,1,0.0,0,8,1,29.1,8,1,34.7,8,1,25.2,8,1
2019/7/27,84,8,1,1007.8,8,1,18.5,0,8,1,26.8,8,1,30.5,8,1,25.1,8,1
2019/7/28,74,8,1,1012.9,8,1,0,1,8,1,29.1,8,1,34.7,8,1,24.4,8,1
2019/7/29,66,8,1,1012.6,8,1,0,1,8,1,30.7,8,1,36.5,8,1,25.8,8,1
2019/7/30,64,8,1,1011.2,8,1,0,1,8,1,31.4,8,1,36.8,8,1,27.6,8,1
2019/7/31,65,8,1,1011.9,8,1,0,1,8,1,31.3,8,1,36.6,8,1,27.9,8,1
2019/8/1,67,8,1,1011.9,8,1,4.5,0,8,1,30.9,8,1,35.4,8,1,26.7,8,1
2019/8/2,62,8,1,1011.1,8,1,0,1,8,1,31.9,8,1,37.9,8,1,27.2,8,1
2019/8/3,63,8,1,1011.0,8,1,0,1,8,1,31.8,8,1,38.2,8,1,27.9,8,1
2019/8/4,57,8,1,1010.7,8,1,0,1,8,1,31.7,8,1,37.5,8,1,27.1,8,1
2019/8/5,58,8,1,1010.5,8,1,0,1,8,1,31.3,8,1,36.8,8,1,27.9,8,1
2019/8/6,65,8,1,1010.3,8,1,0,1,8,1,31.1,8,1,34.6,8,1,28.5,8,1
2019/8/7,64,8,1,1010.1,8,1,0.0,0,8,1,31.0,8,1,36.5,8,1,27.8,8,1
2019/8/8,56,8,1,1009.8,8,1,0,1,8,1,31.6,8,1,38.0,8,1,27.0,8,1
2019/8/9,57,8,1,1008.4,8,1,0,1,8,1,31.4,8,1,38.2,8,1,26.5,8,1
2019/8/10,57,8,1,1007.7,8,1,0,1,8,1,31.8,8,1,38.6,8,1,26.5,8,1
2019/8/11,58,8,1,1006.7,8,1,0,1,8,1,31.8,8,1,37.7,8,1,27.3,8,1
2019/8/12,60,8,1,1005.8,8,1,0,1,8,1,31.4,8,1,35.7,8,1,28.4,8,1
2019/8/13,61,8,1,1003.6,8,1,0,1,8,1,31.7,8,1,36.1,8,1,28.9,8,1
2019/8/14,71,8,1,1000.1,8,1,0.5,0,8,1,30.2,8,1,34.3,8,1,28.1,8,1
2019/8/15,74,8,1,991.2,8,1,66.0,0,8,1,29.5,8,1,33.5,8,1,26.1,8,1
2019/8/16,74,8,1,997.0,8,1,44.0,0,8,1,29.5,8,1,34.6,8,1,26.0,8,1
2019/8/17,62,8,1,1003.2,8,1,0.0,0,8,1,30.8,8,1,35.7,8,1,27.1,8,1
2019/8/18,64,8,1,1006.5,8,1,0.0,0,8,1,30.5,8,1,36.7,8,1,25.9,8,1
2019/8/19,78,8,1,1009.7,8,1,52.5,0,8,1,28.4,8,1,33.6,8,1,24.9,8,1
2019/8/20,85,8,1,1010.3,8,1,30.5,0,8,1,27.7,8,1,31.5,8,1,24.8,8,1
2019/8/21,74,8,1,1009.4,8,1,16.0,0,8,1,29.9,8,1,35.4,8,1,26.5,8,1
2019/8/22,69,8,1,1008.8,8,1,2.0,0,8,1,29.7,8,1,34.6,8,1,26.4,8,1
2019/8/23,91,8,1,1008.3,8,1,39.0,0,8,1,25.1,8,1,27.6,8,1,23.0,8,1
2019/8/24,75,8,1,1010.0,8,1,0.5,0,8,1,26.5,8,1,31.8,8,1,22.9,8,1
2019/8/25,65,8,1,1011.6,8,1,0.0,0,8,1,26.5,8,1,32.4,8,1,23.4,8,1
2019/8/26,64,8,1,1013.1,8,1,0,1,8,1,26.5,8,1,32.8,8,1,21.2,8,1
2019/8/27,82,8,1,1012.6,8,1,24.5,0,8,1,24.4,8,1,28.2,8,1,22.0,8,1
2019/8/28,92,8,1,1008.7,8,1,63.5,0,8,1,25.2,8,1,27.7,8,1,23.3,8,1
2019/8/29,82,8,1,1008.6,8,1,8.0,0,8,1,27.4,8,1,32.8,8,1,23.5,8,1
2019/8/30,88,8,1,1008.9,8,1,3.5,0,8,1,25.8,8,1,28.4,8,1,22.6,8,1
2019/8/31,73,8,1,1013.9,8,1,0.0,0,8,1,25.1,8,1,31.0,8,1,22.1,8,1
2020/6/1,64,8,1,1010.6,8,1,0.0,0,8,1,23.4,8,1,28.7,8,1,19.5,8,1
2020/6/2,56,8,1,1007.6,8,1,0,1,8,1,25.5,8,1,31.0,8,1,21.2,8,1
2020/6/3,57,8,1,1006.2,8,1,0,1,8,1,24.2,8,1,28.5,8,1,19.6,8,1
2020/6/4,55,8,1,1005.1,8,1,0,1,8,1,25.2,8,1,33.0,8,1,19.7,8,1
2020/6/5,56,8,1,1006.5,8,1,0,1,8,1,26.6,8,1,32.8,8,1,20.3,8,1
2020/6/6,57,8,1,1007.9,8,1,0,1,8,1,24.7,8,1,29.2,8,1,20.9,8,1
2020/6/7,44,8,1,1010.4,8,1,0,1,8,1,23.6,8,1,29.3,8,1,18.5,8,1
2020/6/8,43,8,1,1016.0,8,1,0,1,8,1,24.7,8,1,33.2,8,1,15.7,8,1
2020/6/9,56,8,1,1018.4,8,1,0,1,8,1,26.0,8,1,32.4,8,1,21.0,8,1
2020/6/10,69,8,1,1014.4,8,1,0.5,0,8,1,25.6,8,1,29.0,8,1,22.1,8,1
2020/6/11,96,8,1,1006.5,8,1,19.0,0,8,1,24.1,8,1,25.8,8,1,22.8,8,1
2020/6/12,93,8,1,1006.3,8,1,10.0,0,8,1,24.7,8,1,28.2,8,1,23.2,8,1
2020/6/13,99,8,1,1006.8,8,1,54.0,0,8,1,23.7,8,1,25.1,8,1,22.8,8,1
2020/6/14,90,8,1,1005.9,8,1,19.5,0,8,1,25.6,8,1,29.9,8,1,23.5,8,1
2020/6/15,69,8,1,1004.0,8,1,0.0,0,8,1,27.1,8,1,32.3,8,1,23.0,8,1
2020/6/16,65,8,1,1004.3,8,1,0.5,0,8,1,24.1,8,1,30.7,8,1,20.4,8,1
2020/6/17,51,8,1,1006.3,8,1,0,1,8,1,24.3,8,1,31.3,8,1,18.1,8,1
2020/6/18,81,8,1,1005.7,8,1,19.0,0,8,1,20.9,8,1,23.3,8,1,18.7,8,1
2020/6/19,81,4,1,1001.3,8,1,63.0,0,8,1,20.1,8,1,22.3,5,1,18.1,5,1
2020/6/20,65,8,1,1009.5,8,1,0,1,8,1,22.1,8,1,26.3,8,1,18.5,8,1
2020/6/21,63,8,1,1009.5,8,1,0,1,8,1,23.3,8,1,29.1,8,1,16.9,8,1
2020/6/22,56,8,1,1008.0,8,1,0,1,8,1,25.1,8,1,28.6,8,1,22.6,8,1
2020/6/23,55,8,1,1009.5,8,1,0.0,0,8,1,26.2,8,1,32.8,8,1,19.6,8,1
2020/6/24,60,8,1,1009.7,8,1,0,1,8,1,26.7,8,1,32.0,8,1,22.1,8,1
2020/6/25,75,8,1,1007.4,8,1,2.0,0,8,1,25.6,8,1,27.3,5,1,24.1,5,1
2020/6/26,72,8,1,1005.6,8,1,2.0,0,8,1,28.2,8,1,32.6,8,1,24.9,8,1
2020/6/27,65,8,1,1006.3,8,1,2.5,0,8,1,27.1,8,1,30.7,8,1,23.5,8,1
2020/6/28,74,8,1,1002.1,8,1,6.5,0,8,1,24.9,8,1,28.6,8,1,21.3,8,1
2020/6/29,60,8,1,1007.1,8,1,0,1,8,1,25.4,8,1,31.1,8,1,19.2,8,1
2020/6/30,88,8,1,1001.7,8,1,52.0,0,8,1,23.6,8,1,26.4,8,1,21.1,8,1
2020/7/1,68,8,1,1002.3,8,1,2.0,0,8,1,26.0,8,1,29.7,8,1,22.8,8,1
2020/7/2,65,8,1,1010.5,8,1,0,1,8,1,24.0,8,1,27.4,8,1,21.3,8,1
2020/7/3,82,8,1,1012.8,8,1,55.5,0,8,1,21.7,8,1,23.6,8,1,20.1,8,1
2020/7/4,89,8,1,1004.8,8,1,39.5,0,8,1,23.7,8,1,26.9,8,1,20.2,8,1
2020/7/5,74,8,1,1006.2,8,1,0.0,0,8,1,26.2,8,1,31.6,8,1,22.7,8,1
2020/7/6,91,8,1,1006.6,8,1,41.5,0,8,1,24.5,8,1,26.2,8,1,23.4,8,1
2020/7/7,85,8,1,1007.3,8,1,11.5,0,8,1,26.0,8,1,29.0,8,1,24.0,8,1
2020/7/8,83,8,1,1005.5,8,1,91.5,0,8,1,25.0,8,1,29.6,8,1,22.0,8,1
2020/7/9,83,8,1,1008.6,8,1,52.5,0,8,1,25.2,8,1,28.3,8,1,22.9,8,1
2020/7/10,89,8,1,1009.8,8,1,27.0,0,8,1,25.2,8,1,27.8,8,1,23.4,8,1
2020/7/11,89,8,1,1006.4,8,1,41.5,0,8,1,26.0,8,1,30.0,8,1,24.5,8,1
2020/7/12,70,8,1,1009.2,8,1,0.0,0,8,1,24.7,8,1,28.1,8,1,21.6,8,1
2020/7/13,86,8,1,1009.9,8,1,21.0,0,8,1,20.7,8,1,21.6,8,1,20.2,8,1
2020/7/14,88,8,1,1001.3,8,1,27.5,0,8,1,23.6,8,1,26.5,8,1,20.8,8,1
2020/7/15,75,8,1,1001.9,8,1,1.0,0,5,1,24.0,8,1,26.4,8,1,22.4,8,1
2020/7/16,69,8,1,1005.8,8,1,0,1,8,1,25.1,8,1,29.8,8,1,21.6,8,1
2020/7/17,83,8,1,1007.9,8,1,2.5,0,8,1,23.7,8,1,26.6,8,1,21.3,8,1
2020/7/18,74,8,1,1009.1,8,1,1.0,0,8,1,26.7,8,1,31.3,8,1,22.8,8,1
2020/7/19,62,8,1,1010.8,8,1,0.0,0,8,1,28.9,8,1,34.6,8,1,24.0,8,1
2020/7/20,65,8,1,1011.2,8,1,0,1,8,1,29.9,8,1,35.6,8,1,25.4,8,1
2020/7/21,73,8,1,1011.0,8,1,10.0,0,8,1,29.2,8,1,36.1,8,1,25.6,8,1
2020/7/22,65,8,1,1010.3,8,1,0.5,0,8,1,27.8,8,1,31.8,8,1,23.7,8,1
2020/7/23,75,8,1,1009.5,8,1,0.0,0,8,1,25.7,8,1,28.4,8,1,23.7,8,1
2020/7/24,79,8,1,1008.2,8,1,18.5,0,8,1,25.9,8,1,29.4,8,1,23.8,8,1
2020/7/25,91,8,1,1008.7,8,1,49.0,0,8,1,24.7,8,1,27.5,8,1,23.4,8,1
2020/7/26,89,8,1,1012.6,8,1,9.0,0,8,1,25.2,8,1,29.1,8,1,23.2,8,1
2020/7/27,82,8,1,1013.6,8,1,0.0,0,8,1,26.4,8,1,31.3,8,1,22.9,8,1
2020/7/28,82,8,1,1012.4,8,1,1.5,0,8,1,27.5,8,1,31.1,8,1,25.3,8,1
2020/7/29,82,8,1,1013.2,8,1,6.5,0,8,1,27.5,8,1,31.6,8,1,25.4,8,1
2020/7/30,84,8,1,1014.2,8,1,41.5,0,8,1,27.3,8,1,32.2,8,1,23.8,8,1
2020/7/31,70,8,1,1012.5,8,1,0.0,0,8,1,28.9,8,1,34.7,8,1,25.5,8,1
2020/8/1,62,8,1,1012.0,8,1,0,1,8,1,28.8,8,1,34.5,8,1,23.5,8,1
2020/8/2,67,8,1,1012.4,8,1,2.0,0,8,1,29.2,8,1,34.3,8,1,25.2,8,1
2020/8/3,66,8,1,1012.8,8,1,0.0,0,8,1,29.6,8,1,34.6,8,1,25.7,8,1
2020/8/4,62,8,1,1014.5,8,1,0,1,8,1,30.0,8,1,35.8,8,1,25.6,8,1
2020/8/5,61,8,1,1015.9,8,1,0,1,8,1,30.4,8,1,36.5,8,1,25.7,8,1
2020/8/6,58,8,1,1013.0,8,1,0,1,8,1,30.3,8,1,36.0,8,1,25.7,8,1
2020/8/7,67,8,1,1010.0,8,1,0.0,0,8,1,29.4,8,1,33.1,8,1,26.6,8,1
2020/8/8,66,8,1,1009.2,8,1,0.0,0,8,1,29.7,8,1,34.2,8,1,26.1,8,1
2020/8/9,61,8,1,1011.2,8,1,0,1,8,1,31.1,8,1,36.0,8,1,28.4,8,1
2020/8/10,59,8,1,1013.0,8,1,0,1,8,1,31.9,8,1,37.2,8,1,28.5,8,1
2020/8/11,62,8,1,1014.0,8,1,0,1,8,1,31.9,8,1,37.1,8,1,29.2,8,1
2020/8/12,71,8,1,1014.5,8,1,10.0,0,8,1,29.7,8,1,36.5,8,1,25.9,8,1
2020/8/13,75,8,1,1011.6,8,1,2.5,0,8,1,29.6,8,1,34.9,8,1,25.9,8,1
2020/8/14,63,8,1,1008.8,8,1,0,1,8,1,31.6,8,1,37.2,8,1,26.6,8,1
2020/8/15,63,8,1,1009.1,8,1,0,1,8,1,31.7,8,1,38.3,8,1,27.5,8,1
2020/8/16,61,8,1,1010.6,8,1,0,1,8,1,32.0,8,1,37.8,8,1,27.3,8,1
2020/8/17,57,8,1,1011.7,8,1,0,1,8,1,31.9,8,1,38.7,8,1,26.7,8,1
2020/8/18,58,8,1,1010.9,8,1,0,1,8,1,30.7,8,1,36.3,8,1,26.5,8,1
2020/8/19,53,8,1,1010.3,8,1,0,1,8,1,31.3,8,1,38.3,8,1,24.6,8,1
2020/8/20,59,8,1,1011.3,8,1,0,1,8,1,32.4,8,1,38.6,8,1,27.1,8,1
2020/8/21,61,8,1,1012.3,8,1,0,1,8,1,31.8,8,1,38.8,8,1,28.0,8,1
2020/8/22,67,8,1,1011.0,8,1,12.5,0,8,1,29.5,8,1,36.8,8,1,24.1,8,1
2020/8/23,65,8,1,1007.5,8,1,0.0,0,8,1,29.0,8,1,34.6,8,1,24.4,8,1
2020/8/24,63,8,1,1006.6,8,1,0,1,8,1,30.4,8,1,36.4,8,1,25.4,8,1
2020/8/25,60,8,1,1008.7,8,1,0,1,8,1,31.2,8,1,37.3,8,1,26.4,8,1
2020/8/26,60,8,1,1010.1,8,1,0.0,0,8,1,30.9,8,1,36.0,8,1,27.6,8,1
2020/8/27,67,8,1,1010.2,8,1,0.0,0,8,1,30.0,8,1,34.8,8,1,27.8,8,1
2020/8/28,78,8,1,1010.4,8,1,8.5,0,8,1,28.9,8,1,32.6,8,1,26.7,8,1
2020/8/29,68,8,1,1010.6,8,1,0,1,8,1,30.9,8,1,36.8,8,1,27.1,8,1
2020/8/30,63,8,1,1009.7,8,1,3.5,0,8,1,31.0,8,1,37.0,8,1,27.0,8,1
2020/8/31,63,8,1,1010.0,8,1,6.5,0,8,1,29.9,8,1,36.4,8,1,25.7,8,1
2021/6/1,46,8,1,1014.9,8,1,0,1,8,1,23.7,8,1,31.2,8,1,16.3,8,1
2021/6/2,61,8,1,1017.0,8,1,0,1,8,1,23.7,8,1,28.1,8,1,20.3,8,1
2021/6/3,63,8,1,1012.2,8,1,0.0,0,8,1,23.0,8,1,28.1,8,1,19.2,8,1
2021/6/4,87,8,1,1001.1,8,1,43.0,0,8,1,20.7,8,1,22.8,8,1,17.6,8,1
2021/6/5,66,8,1,1005.6,8,1,0,1,8,1,20.1,8,1,24.8,8,1,15.2,8,1
2021/6/6,59,8,1,1009.8,8,1,0,1,8,1,23.0,8,1,29.1,8,1,18.1,8,1
2021/6/7,53,8,1,1014.1,8,1,0,1,8,1,25.8,8,1,32.6,8,1,20.1,8,1
2021/6/8,49,8,1,1015.0,8,1,0,1,8,1,25.6,8,1,32.6,8,1,19.4,8,1
2021/6/9,51,8,1,1015.9,8,1,0,1,8,1,25.4,8,1,32.1,8,1,19.0,8,1
2021/6/10,50,8,1,1017.6,8,1,0,1,8,1,26.2,8,1,33.6,8,1,20.0,8,1
2021/6/11,53,8,1,1017.4,8,1,0,1,8,1,25.4,8,1,30.3,8,1,21.8,8,1
2021/6/12,56,8,1,1016.0,8,1,0.0,0,8,1,25.2,8,1,29.4,8,1,22.3,8,1
2021/6/13,74,8,1,1011.5,8,1,4.5,0,8,1,23.2,8,1,24.7,8,1,21.1,8,1
2021/6/14,73,8,1,1006.9,8,1,6.0,0,8,1,24.5,8,1,28.9,8,1,20.5,8,1
2021/6/15,73,8,1,1005.8,8,1,9.5,0,8,1,24.6,8,1,31.7,8,1,20.8,8,1
2021/6/16,83,8,1,1005.4,8,1,10.5,0,8,1,22.2,8,1,24.1,8,1,20.9,8,1
2021/6/17,64,8,1,1005.2,8,1,0.0,0,8,1,24.6,8,1,30.1,8,1,20.1,8,1
2021/6/18,74,8,1,1004.8,8,1,2.5,0,8,1,22.6,8,1,25.1,8,1,20.5,8,1
2021/6/19,91,8,1,1000.4,8,1,21.0,0,8,1,21.2,8,1,22.6,8,1,19.9,8,1
2021/6/20,66,8,1,1002.1,8,1,0,1,8,1,22.7,8,1,28.7,8,1,18.6,8,1
2021/6/21,49,8,1,1004.3,8,1,0,1,8,1,24.8,8,1,32.7,8,1,17.1,8,1
2021/6/22,67,8,1,1007.9,8,1,0.0,0,8,1,23.7,8,1,28.1,8,1,20.4,8,1
2021/6/23,63,8,1,1010.0,8,1,0.0,0,8,1,24.0,8,1,30.7,8,1,20.3,8,1
2021/6/24,65,8,1,1011.5,8,1,0,1,8,1,24.1,8,1,31.7,8,1,19.0,8,1
2021/6/25,71,8,1,1012.2,8,1,0.0,0,8,1,24.1,8,1,30.2,8,1,20.9,8,1
2021/6/26,73,8,1,1012.7,8,1,0.0,0,8,1,24.0,8,1,27.4,8,1,20.8,8,1
2021/6/27,74,8,1,1008.9,8,1,0.0,0,8,1,23.9,8,1,25.6,8,1,22.2,8,1
2021/6/28,67,8,1,1004.6,8,1,1.0,0,8,1,25.1,8,1,30.0,8,1,20.7,8,1
2021/6/29,76,8,1,1004.2,8,1,14.0,0,8,1,24.1,8,1,29.3,8,1,20.8,8,1
2021/6/30,73,8,1,1009.3,8,1,16.0,0,8,1,25.1,8,1,30.8,8,1,20.8,8,1
2021/7/1,81,8,1,1009.2,8,1,22.0,0,8,1,23.6,8,1,25.6,8,1,22.0,8,1
2021/7/2,87,8,1,1007.8,8,1,27.5,0,8,1,25.2,8,1,27.6,8,1,23.1,8,1
2021/7/3,77,8,1,1009.3,8,1,113.5,0,8,1,27.3,8,1,31.4,8,1,23.5,8,1
2021/7/4,77,8,1,1011.4,8,1,1.0,0,8,1,27.9,8,1,32.1,8,1,25.2,8,1
2021/7/5,76,8,1,1011.1,8,1,3.0,0,8,1,28.1,8,1,30.6,8,1,26.6,8,1
2021/7/6,70,8,1,1010.7,8,1,0.0,0,8,1,28.8,8,1,32.4,8,1,25.3,8,1
2021/7/7,90,8,1,1009.7,8,1,72.0,0,8,1,25.0,8,1,28.4,8,1,23.3,8,1
2021/7/8,94,8,1,1007.5,8,1,24.5,0,8,1,24.8,8,1,26.7,8,1,23.6,8,1
2021/7/9,85,8,1,1007.5,8,1,3.5,0,8,1,26.6,8,1,29.8,8,1,24.8,8,1
2021/7/10,77,8,1,1010.1,8,1,2.5,0,8,1,27.9,8,1,32.5,8,1,24.5,8,1
2021/7/11,76,8,1,1012.2,8,1,0.5,0,8,1,26.9,8,1,34.0,8,1,24.2,8,1
2021/7/12,76,8,1,1012.2,8,1,3.0,0,8,1,25.8,8,1,29.9,8,1,23.2,8,1
2021/7/13,76,8,1,1013.2,8,1,3.5,0,8,1,25.8,8,1,32.7,8,1,21.6,8,1
2021/7/14,80,8,1,1014.8,8,1,10.5,0,8,1,25.8,8,1,30.7,8,1,22.9,8,1
2021/7/15,78,8,1,1017.5,8,1,38.5,0,8,1,25.8,8,1,32.1,8,1,23.1,8,1
2021/7/16,74,8,1,1018.0,8,1,10.0,0,8,1,26.6,8,1,30.7,8,1,22.9,8,1
2021/7/17,65,8,1,1016.1,8,1,0.0,0,8,1,28.2,8,1,32.4,8,1,25.0,8,1
2021/7/18,72,8,1,1014.9,8,1,0.5,0,8,1,28.0,8,1,33.1,8,1,25.1,8,1
2021/7/19,63,8,1,1014.8,8,1,0,1,8,1,30.1,8,1,37.2,8,1,24.9,8,1
2021/7/20,59,8,1,1014.4,8,1,0,1,8,1,30.6,8,1,37.3,8,1,26.0,8,1
2021/7/21,53,8,1,1013.5,8,1,0,1,8,1,30.3,8,1,35.9,8,1,25.4,8,1
2021/7/22,54,8,1,1011.9,8,1,0,1,8,1,30.5,8,1,36.3,8,1,26.0,8,1
2021/7/23,59,8,1,1010.2,8,1,0,1,8,1,30.3,8,1,36.1,8,1,25.5,8,1
2021/7/24,59,8,1,1009.9,8,1,0,1,8,1,30.3,8,1,36.3,8,1,25.7,8,1
2021/7/25,57,8,1,1009.0,8,1,0,1,8,1,30.1,8,1,35.5,8,1,26.2,8,1
2021/7/26,57,8,1,1004.9,8,1,0,1,8,1,30.0,8,1,36.4,8,1,25.6,8,1
2021/7/27,63,8,1,1000.2,8,1,0,1,8,1,29.0,8,1,34.1,8,1,25.6,8,1
2021/7/28,70,8,1,1001.5,8,1,9.5,0,8,1,27.8,8,1,32.7,8,1,24.3,8,1
2021/7/29,67,8,1,1001.9,8,1,0,1,8,1,29.0,8,1,35.2,8,1,24.7,8,1
2021/7/30,64,8,1,1001.3,8,1,1.0,0,8,1,29.8,8,1,36.0,8,1,26.8,8,1
2021/7/31,71,8,1,1002.0,8,1,43.5,0,8,1,27.9,8,1,35.1,8,1,23.6,8,1
2021/8/1,70,8,1,1002.7,8,1,0,1,8,1,28.9,8,1,34.7,8,1,24.2,8,1
2021/8/2,60,8,1,1006.3,8,1,0.0,0,8,1,30.3,8,1,34.8,8,1,25.8,8,1
2021/8/3,80,8,1,1009.9,8,1,4.0,0,8,1,27.9,8,1,30.8,8,1,25.8,8,1
2021/8/4,66,8,1,1010.4,8,1,0,1,8,1,30.6,8,1,36.6,8,1,25.5,8,1
2021/8/5,57,8,1,1006.5,8,1,0,1,8,1,31.8,8,1,38.7,8,1,26.1,8,1
2021/8/6,64,8,1,1004.9,8,1,0.0,0,8,1,29.9,8,1,34.8,8,1,27.3,8,1
2021/8/7,64,8,1,1003.4,8,1,0.0,0,8,1,30.5,8,1,34.9,8,1,27.0,8,1
2021/8/8,64,8,1,1002.0,8,1,0,1,8,1,31.0,8,1,37.8,8,1,26.4,8,1
2021/8/9,77,8,1,994.6,8,1,39.0,0,8,1,27.6,8,1,32.3,8,1,24.6,8,1
2021/8/10,70,8,1,1007.6,8,1,0.0,0,8,1,26.9,8,1,30.8,8,1,24.1,8,1
2021/8/11,68,8,1,1012.6,8,1,0,1,8,1,27.0,8,1,30.4,8,1,22.6,8,1
2021/8/12,88,8,1,1012.3,8,1,42.5,0,8,1,24.8,8,1,26.9,8,1,23.3,8,1
2021/8/13,94,8,1,1007.5,8,1,72.5,0,8,1,24.2,8,1,26.2,8,1,23.0,8,1
2021/8/14,93,8,1,1005.0,8,1,127.5,0,8,1,24.6,8,1,27.2,8,1,21.8,8,1
2021/8/15,79,8,1,1010.4,8,1,38.5,0,8,1,24.5,8,1,29.6,8,1,21.7,8,1
2021/8/16,78,8,1,1015.1,8,1,0.0,0,8,1,25.0,8,1,29.4,8,1,22.6,8,1
2021/8/17,91,8,1,1011.7,8,1,49.0,0,8,1,24.2,8,1,25.8,8,1,23.6,8,1
2021/8/18,86,8,1,1010.8,8,1,30.5,0,8,1,25.5,8,1,29.3,8,1,23.3,8,1
2021/8/19,90,8,1,1015.1,8,1,26.0,0,8,1,23.3,8,1,25.3,8,1,22.0,8,1
2021/8/20,84,8,1,1017.2,8,1,8.5,0,8,1,24.5,8,1,30.9,8,1,21.5,8,1
2021/8/21,83,8,1,1014.9,8,1,0.0,0,8,1,25.4,8,1,28.8,8,1,22.0,8,1
2021/8/22,82,8,1,1012.6,8,1,2.0,0,8,1,27.0,8,1,33.2,8,1,24.3,8,1
2021/8/23,77,8,1,1011.6,8,1,16.5,0,8,1,28.3,8,1,33.2,8,1,24.7,8,1
2021/8/24,73,8,1,1009.5,8,1,0.0,0,8,1,28.1,8,1,32.7,8,1,25.2,8,1
2021/8/25,68,8,1,1010.7,8,1,0.0,0,8,1,30.1,8,1,34.8,8,1,27.4,8,1
2021/8/26,70,8,1,1013.5,8,1,0,1,8,1,29.5,8,1,33.4,8,1,25.7,8,1
2021/8/27,59,8,1,1013.2,8,1,0,1,8,1,30.3,8,1,36.0,8,1,26.2,8,1
2021/8/28,62,8,1,1012.8,8,1,0.0,0,8,1,29.7,8,1,36.2,8,1,25.2,8,1
2021/8/29,65,8,1,1012.8,8,1,0,1,8,1,30.1,8,1,35.5,8,1,26.5,8,1
2021/8/30,68,8,1,1013.9,8,1,12.0,0,8,1,29.7,8,1,35.8,8,1,26.0,8,1
2021/8/31,59,8,1,1014.4,8,1,0,1,8,1,28.6,8,1,33.6,8,1,25.2,8,1
